Java HotSpot(TM) 64-Bit Server VM (25.261-b12) for windows-amd64 JRE (1.8.0_261-b12), built on Jun 18 2020 06:56:32 by "" with unknown MS VC++:1916
Memory: 4k page, physical 33482804k(12500280k free), swap 40426976k(8624048k free)
CommandLine flags: -XX:InitialHeapSize=536870912 -XX:InitialTenuringThreshold=1 -XX:MaxHeapSize=536870912 -XX:MaxNewSize=1048576 -XX:MaxTenuringThreshold=1 -XX:NewSize=1048576 -XX:PretenureSizeThreshold=50 -XX:+PrintGC -XX:+PrintGCDetails -XX:+PrintGCTimeStamps -XX:+UseCompressedClassPointers -XX:+UseCompressedOops -XX:-UseLargePagesIndividualAllocation -XX:+UseSerialGC 
0.620: [GC (Allocation Failure) 0.620: [DefNew: 959K->64K(960K), 0.0018981 secs] 114759K->114751K(524224K), 0.0019469 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
0.632: [GC (Allocation Failure) 0.632: [DefNew: 960K->64K(960K), 0.0041437 secs] 117698K->117681K(524224K), 0.0041862 secs] [Times: user=0.02 sys=0.00, real=0.00 secs] 
0.640: [GC (Allocation Failure) 0.640: [DefNew: 960K->63K(960K), 0.0019560 secs] 118577K->118566K(524224K), 0.0019948 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
0.644: [GC (Allocation Failure) 0.644: [DefNew: 959K->64K(960K), 0.0018676 secs] 119463K->119450K(524224K), 0.0019003 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
0.650: [GC (Allocation Failure) 0.650: [DefNew: 960K->63K(960K), 0.0018990 secs] 120346K->120338K(524224K), 0.0019362 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
0.653: [GC (Allocation Failure) 0.653: [DefNew: 959K->63K(960K), 0.0018819 secs] 121235K->121221K(524224K), 0.0019188 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
0.658: [GC (Allocation Failure) 0.658: [DefNew: 959K->64K(960K), 0.0018366 secs] 122117K->122110K(524224K), 0.0018730 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
0.662: [GC (Allocation Failure) 0.662: [DefNew: 960K->63K(960K), 0.0019937 secs] 123006K->122986K(524224K), 0.0020223 secs] [Times: user=0.02 sys=0.00, real=0.00 secs] 
0.668: [GC (Allocation Failure) 0.668: [DefNew: 959K->63K(960K), 0.0018382 secs] 123883K->123870K(524224K), 0.0018730 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
0.672: [GC (Allocation Failure) 0.672: [DefNew: 959K->63K(960K), 0.0019305 secs] 124766K->124756K(524224K), 0.0019731 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
0.678: [GC (Allocation Failure) 0.678: [DefNew: 959K->63K(960K), 0.0020755 secs] 125652K->125646K(524224K), 0.0021152 secs] [Times: user=0.00 sys=0.02, real=0.00 secs] 
0.682: [GC (Allocation Failure) 0.682: [DefNew: 959K->63K(960K), 0.0020026 secs] 126542K->126534K(524224K), 0.0020471 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
0.687: [GC (Allocation Failure) 0.687: [DefNew: 959K->63K(960K), 0.0020982 secs] 127430K->127425K(524224K), 0.0021393 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
0.690: [GC (Allocation Failure) 0.690: [DefNew: 959K->63K(960K), 0.0019787 secs] 128321K->128313K(524224K), 0.0020163 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
0.696: [GC (Allocation Failure) 0.696: [DefNew: 959K->63K(960K), 0.0020967 secs] 129210K->129203K(524224K), 0.0021440 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
0.699: [GC (Allocation Failure) 0.699: [DefNew: 959K->63K(960K), 0.0018476 secs] 130099K->130090K(524224K), 0.0018814 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
0.705: [GC (Allocation Failure) 0.705: [DefNew: 959K->63K(960K), 0.0023002 secs] 130987K->130980K(524224K), 0.0023569 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
0.709: [GC (Allocation Failure) 0.709: [DefNew: 959K->63K(960K), 0.0020898 secs] 131877K->131870K(524224K), 0.0021348 secs] [Times: user=0.02 sys=0.00, real=0.00 secs] 
0.715: [GC (Allocation Failure) 0.715: [DefNew: 959K->64K(960K), 0.0025992 secs] 132766K->132762K(524224K), 0.0026566 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
0.720: [GC (Allocation Failure) 0.720: [DefNew: 960K->63K(960K), 0.0021439 secs] 133658K->133652K(524224K), 0.0021922 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
0.726: [GC (Allocation Failure) 0.726: [DefNew: 959K->63K(960K), 0.0032927 secs] 134548K->134542K(524224K), 0.0033526 secs] [Times: user=0.02 sys=0.00, real=0.00 secs] 
0.733: [GC (Allocation Failure) 0.733: [DefNew: 959K->63K(960K), 0.0025883 secs] 135439K->135434K(524224K), 0.0026416 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
0.738: [GC (Allocation Failure) 0.738: [DefNew: 959K->63K(960K), 0.0020527 secs] 136330K->136320K(524224K), 0.0020931 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
0.744: [GC (Allocation Failure) 0.744: [DefNew: 959K->64K(960K), 0.0028609 secs] 137217K->137211K(524224K), 0.0029186 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
0.749: [GC (Allocation Failure) 0.749: [DefNew: 960K->64K(960K), 0.0031843 secs] 138107K->138102K(524224K), 0.0032354 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
0.756: [GC (Allocation Failure) 0.756: [DefNew: 960K->64K(960K), 0.0027286 secs] 138999K->138992K(524224K), 0.0027861 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
0.761: [GC (Allocation Failure) 0.761: [DefNew: 960K->63K(960K), 0.0026029 secs] 139888K->139884K(524224K), 0.0026627 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
0.767: [GC (Allocation Failure) 0.768: [DefNew: 959K->63K(960K), 0.0031612 secs] 140780K->140774K(524224K), 0.0032212 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
0.773: [GC (Allocation Failure) 0.773: [DefNew: 959K->63K(960K), 0.0027539 secs] 141670K->141666K(524224K), 0.0028068 secs] [Times: user=0.02 sys=0.00, real=0.00 secs] 
0.779: [GC (Allocation Failure) 0.779: [DefNew: 959K->63K(960K), 0.0027121 secs] 142562K->142556K(524224K), 0.0027728 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
0.785: [GC (Allocation Failure) 0.785: [DefNew: 959K->63K(960K), 0.0020630 secs] 143452K->143447K(524224K), 0.0021072 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
0.790: [GC (Allocation Failure) 0.790: [DefNew: 959K->63K(960K), 0.0026671 secs] 144343K->144339K(524224K), 0.0027268 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
0.796: [GC (Allocation Failure) 0.796: [DefNew: 959K->63K(960K), 0.0020076 secs] 145235K->145228K(524224K), 0.0020554 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
0.801: [GC (Allocation Failure) 0.801: [DefNew: 959K->64K(960K), 0.0019752 secs] 146125K->146120K(524224K), 0.0020192 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
0.806: [GC (Allocation Failure) 0.806: [DefNew: 960K->64K(960K), 0.0024965 secs] 147016K->147008K(524224K), 0.0025508 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
0.812: [GC (Allocation Failure) 0.812: [DefNew: 960K->63K(960K), 0.0023334 secs] 147905K->147900K(524224K), 0.0023828 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
0.817: [GC (Allocation Failure) 0.817: [DefNew: 959K->64K(960K), 0.0023768 secs] 148796K->148791K(524224K), 0.0024342 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
0.822: [GC (Allocation Failure) 0.822: [DefNew: 960K->63K(960K), 0.0025710 secs] 149688K->149683K(524224K), 0.0026262 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
0.828: [GC (Allocation Failure) 0.828: [DefNew: 959K->64K(960K), 0.0020246 secs] 150579K->150573K(524224K), 0.0020667 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
0.833: [GC (Allocation Failure) 0.833: [DefNew: 960K->63K(960K), 0.0023446 secs] 151470K->151465K(524224K), 0.0023975 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
0.839: [GC (Allocation Failure) 0.839: [DefNew: 959K->63K(960K), 0.0019669 secs] 152361K->152354K(524224K), 0.0020097 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
0.845: [GC (Allocation Failure) 0.845: [DefNew: 959K->63K(960K), 0.0023806 secs] 153250K->153243K(524224K), 0.0024267 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
0.851: [GC (Allocation Failure) 0.851: [DefNew: 959K->64K(960K), 0.0020254 secs] 154139K->154133K(524224K), 0.0020788 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
0.855: [GC (Allocation Failure) 0.855: [DefNew: 960K->63K(960K), 0.0019737 secs] 155030K->155025K(524224K), 0.0020147 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
0.861: [GC (Allocation Failure) 0.861: [DefNew: 959K->63K(960K), 0.0026621 secs] 155921K->155914K(524224K), 0.0027140 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
0.866: [GC (Allocation Failure) 0.866: [DefNew: 959K->63K(960K), 0.0025481 secs] 156811K->156803K(524224K), 0.0025944 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
0.873: [GC (Allocation Failure) 0.873: [DefNew: 959K->63K(960K), 0.0020044 secs] 157699K->157694K(524224K), 0.0020513 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
0.877: [GC (Allocation Failure) 0.877: [DefNew: 959K->63K(960K), 0.0019617 secs] 158591K->158586K(524224K), 0.0020047 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
0.883: [GC (Allocation Failure) 0.883: [DefNew: 959K->64K(960K), 0.0024769 secs] 159482K->159476K(524224K), 0.0025236 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
0.888: [GC (Allocation Failure) 0.888: [DefNew: 960K->63K(960K), 0.0021747 secs] 160374K->160367K(524224K), 0.0022204 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
0.894: [GC (Allocation Failure) 0.894: [DefNew: 959K->63K(960K), 0.0018753 secs] 161263K->161255K(524224K), 0.0019138 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
0.898: [GC (Allocation Failure) 0.898: [DefNew: 959K->64K(960K), 0.0018649 secs] 162151K->162144K(524224K), 0.0018960 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
0.904: [GC (Allocation Failure) 0.904: [DefNew: 960K->63K(960K), 0.0019427 secs] 163040K->163035K(524224K), 0.0019781 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
0.908: [GC (Allocation Failure) 0.908: [DefNew: 959K->64K(960K), 0.0018222 secs] 163931K->163925K(524224K), 0.0018511 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
0.914: [GC (Allocation Failure) 0.914: [DefNew: 960K->64K(960K), 0.0019224 secs] 164821K->164814K(524224K), 0.0019590 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
0.918: [GC (Allocation Failure) 0.918: [DefNew: 960K->63K(960K), 0.0019010 secs] 165710K->165703K(524224K), 0.0019359 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
0.924: [GC (Allocation Failure) 0.924: [DefNew: 959K->64K(960K), 0.0018994 secs] 166599K->166594K(524224K), 0.0019369 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
0.928: [GC (Allocation Failure) 0.928: [DefNew: 960K->63K(960K), 0.0018842 secs] 167491K->167485K(524224K), 0.0019207 secs] [Times: user=0.00 sys=0.01, real=0.00 secs] 
0.934: [GC (Allocation Failure) 0.934: [DefNew: 959K->63K(960K), 0.0019520 secs] 168381K->168376K(524224K), 0.0019983 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
0.938: [GC (Allocation Failure) 0.938: [DefNew: 959K->63K(960K), 0.0019979 secs] 169273K->169268K(524224K), 0.0020428 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
0.944: [GC (Allocation Failure) 0.944: [DefNew: 959K->63K(960K), 0.0020227 secs] 170164K->170157K(524224K), 0.0020669 secs] [Times: user=0.02 sys=0.00, real=0.00 secs] 
0.950: [GC (Allocation Failure) 0.950: [DefNew: 959K->63K(960K), 0.0020909 secs] 171053K->171048K(524224K), 0.0021300 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
0.954: [GC (Allocation Failure) 0.954: [DefNew: 959K->64K(960K), 0.0019910 secs] 171944K->171937K(524224K), 0.0020265 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
0.960: [GC (Allocation Failure) 0.960: [DefNew: 960K->63K(960K), 0.0019452 secs] 172835K->172829K(524224K), 0.0019850 secs] [Times: user=0.02 sys=0.00, real=0.00 secs] 
0.964: [GC (Allocation Failure) 0.964: [DefNew: 959K->64K(960K), 0.0019752 secs] 173725K->173718K(524224K), 0.0020238 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
0.970: [GC (Allocation Failure) 0.970: [DefNew: 960K->63K(960K), 0.0034059 secs] 174614K->174607K(524224K), 0.0034711 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
0.976: [GC (Allocation Failure) 0.976: [DefNew: 959K->63K(960K), 0.0027109 secs] 175504K->175499K(524224K), 0.0027710 secs] [Times: user=0.02 sys=0.00, real=0.00 secs] 
0.983: [GC (Allocation Failure) 0.983: [DefNew: 959K->63K(960K), 0.0021863 secs] 176395K->176390K(524224K), 0.0022403 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
0.987: [GC (Allocation Failure) 0.987: [DefNew: 959K->64K(960K), 0.0024880 secs] 177287K->177281K(524224K), 0.0025386 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
0.994: [GC (Allocation Failure) 0.994: [DefNew: 960K->64K(960K), 0.0020498 secs] 178179K->178174K(524224K), 0.0021047 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
0.998: [GC (Allocation Failure) 0.998: [DefNew: 960K->63K(960K), 0.0025925 secs] 179071K->179064K(524224K), 0.0026551 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.005: [GC (Allocation Failure) 1.005: [DefNew: 959K->64K(960K), 0.0023158 secs] 179960K->179955K(524224K), 0.0023638 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.009: [GC (Allocation Failure) 1.009: [DefNew: 960K->63K(960K), 0.0021871 secs] 180851K->180846K(524224K), 0.0022372 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.015: [GC (Allocation Failure) 1.015: [DefNew: 959K->63K(960K), 0.0033483 secs] 181742K->181737K(524224K), 0.0034099 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.021: [GC (Allocation Failure) 1.021: [DefNew: 959K->64K(960K), 0.0022306 secs] 182687K->182645K(524224K), 0.0022878 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.025: [GC (Allocation Failure) 1.025: [DefNew: 960K->64K(960K), 0.0019954 secs] 183549K->183534K(524224K), 0.0020477 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.031: [GC (Allocation Failure) 1.031: [DefNew: 960K->64K(960K), 0.0029245 secs] 184549K->184482K(524224K), 0.0029903 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.036: [GC (Allocation Failure) 1.036: [DefNew: 960K->63K(960K), 0.0021654 secs] 185388K->185361K(524224K), 0.0022224 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.042: [GC (Allocation Failure) 1.042: [DefNew: 959K->64K(960K), 0.0029046 secs] 186357K->186294K(524224K), 0.0029566 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.047: [GC (Allocation Failure) 1.047: [DefNew: 960K->63K(960K), 0.0020936 secs] 187247K->187166K(524224K), 0.0021489 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.053: [GC (Allocation Failure) 1.053: [DefNew: 959K->63K(960K), 0.0019853 secs] 188118K->188103K(524224K), 0.0020338 secs] [Times: user=0.02 sys=0.00, real=0.00 secs] 
1.057: [GC (Allocation Failure) 1.057: [DefNew: 959K->63K(960K), 0.0021722 secs] 189003K->189001K(524224K), 0.0022167 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.063: [GC (Allocation Failure) 1.063: [DefNew: 959K->63K(960K), 0.0021335 secs] 189955K->189938K(524224K), 0.0021746 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.067: [GC (Allocation Failure) 1.067: [DefNew: 959K->63K(960K), 0.0020290 secs] 190837K->190826K(524224K), 0.0020584 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.073: [GC (Allocation Failure) 1.073: [DefNew: 959K->63K(960K), 0.0019649 secs] 191752K->191739K(524224K), 0.0020107 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.077: [GC (Allocation Failure) 1.077: [DefNew: 959K->63K(960K), 0.0021440 secs] 192701K->192685K(524224K), 0.0021801 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.083: [GC (Allocation Failure) 1.083: [DefNew: 959K->63K(960K), 0.0021480 secs] 193582K->193578K(524224K), 0.0021820 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.087: [GC (Allocation Failure) 1.087: [DefNew: 959K->63K(960K), 0.0021310 secs] 194475K->194471K(524224K), 0.0021667 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.092: [GC (Allocation Failure) 1.092: [DefNew: 959K->63K(960K), 0.0019077 secs] 195368K->195362K(524224K), 0.0019376 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.095: [GC (Allocation Failure) 1.095: [DefNew: 959K->63K(960K), 0.0019650 secs] 196259K->196251K(524224K), 0.0019921 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.100: [GC (Allocation Failure) 1.100: [DefNew: 959K->63K(960K), 0.0019042 secs] 197149K->197142K(524224K), 0.0019308 secs] [Times: user=0.00 sys=0.02, real=0.00 secs] 
1.104: [GC (Allocation Failure) 1.104: [DefNew: 959K->63K(960K), 0.0020510 secs] 198038K->198031K(524224K), 0.0020888 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.110: [GC (Allocation Failure) 1.110: [DefNew: 959K->64K(960K), 0.0021413 secs] 198927K->198921K(524224K), 0.0021786 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.114: [GC (Allocation Failure) 1.114: [DefNew: 960K->63K(960K), 0.0020479 secs] 199817K->199810K(524224K), 0.0020780 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.120: [GC (Allocation Failure) 1.120: [DefNew: 959K->64K(960K), 0.0022275 secs] 200707K->200702K(524224K), 0.0022741 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.125: [GC (Allocation Failure) 1.125: [DefNew: 960K->63K(960K), 0.0018971 secs] 201598K->201592K(524224K), 0.0019318 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.129: [GC (Allocation Failure) 1.129: [DefNew: 959K->63K(960K), 0.0019621 secs] 202489K->202483K(524224K), 0.0019891 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.133: [GC (Allocation Failure) 1.133: [DefNew: 959K->63K(960K), 0.0021834 secs] 203381K->203370K(524224K), 0.0022271 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.138: [GC (Allocation Failure) 1.138: [DefNew: 959K->64K(960K), 0.0019039 secs] 204266K->204258K(524224K), 0.0019367 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.143: [GC (Allocation Failure) 1.143: [DefNew: 960K->63K(960K), 0.0019080 secs] 205156K->205149K(524224K), 0.0019370 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.148: [GC (Allocation Failure) 1.148: [DefNew: 959K->64K(960K), 0.0019162 secs] 206046K->206040K(524224K), 0.0019450 secs] [Times: user=0.02 sys=0.00, real=0.00 secs] 
1.152: [GC (Allocation Failure) 1.152: [DefNew: 960K->64K(960K), 0.0020173 secs] 206937K->206930K(524224K), 0.0020477 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.157: [GC (Allocation Failure) 1.157: [DefNew: 960K->64K(960K), 0.0020255 secs] 207826K->207820K(524224K), 0.0020535 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.162: [GC (Allocation Failure) 1.162: [DefNew: 960K->63K(960K), 0.0019823 secs] 208716K->208711K(524224K), 0.0020093 secs] [Times: user=0.02 sys=0.00, real=0.00 secs] 
1.167: [GC (Allocation Failure) 1.167: [DefNew: 959K->64K(960K), 0.0020288 secs] 209608K->209601K(524224K), 0.0020576 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.172: [GC (Allocation Failure) 1.172: [DefNew: 960K->63K(960K), 0.0022381 secs] 210497K->210492K(524224K), 0.0022736 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.176: [GC (Allocation Failure) 1.176: [DefNew: 959K->63K(960K), 0.0021038 secs] 211391K->211385K(524224K), 0.0021313 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.180: [GC (Allocation Failure) 1.180: [DefNew: 959K->63K(960K), 0.0020505 secs] 212281K->212274K(524224K), 0.0020882 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.184: [GC (Allocation Failure) 1.184: [DefNew: 959K->63K(960K), 0.0019476 secs] 213170K->213164K(524224K), 0.0019770 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.189: [GC (Allocation Failure) 1.189: [DefNew: 959K->63K(960K), 0.0021169 secs] 214060K->214053K(524224K), 0.0021509 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.193: [GC (Allocation Failure) 1.193: [DefNew: 959K->64K(960K), 0.0020983 secs] 214949K->214941K(524224K), 0.0021275 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.197: [GC (Allocation Failure) 1.197: [DefNew: 960K->63K(960K), 0.0018910 secs] 215837K->215832K(524224K), 0.0019307 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.201: [GC (Allocation Failure) 1.201: [DefNew: 959K->63K(960K), 0.0019854 secs] 216728K->216721K(524224K), 0.0020182 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.205: [GC (Allocation Failure) 1.205: [DefNew: 959K->64K(960K), 0.0019029 secs] 217620K->217613K(524224K), 0.0019374 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.209: [GC (Allocation Failure) 1.209: [DefNew: 960K->63K(960K), 0.0020239 secs] 218511K->218502K(524224K), 0.0020526 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.213: [GC (Allocation Failure) 1.213: [DefNew: 959K->63K(960K), 0.0019969 secs] 219398K->219390K(524224K), 0.0020280 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.217: [GC (Allocation Failure) 1.217: [DefNew: 959K->63K(960K), 0.0018823 secs] 220286K->220279K(524224K), 0.0019143 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.222: [GC (Allocation Failure) 1.222: [DefNew: 959K->64K(960K), 0.0021707 secs] 221176K->221170K(524224K), 0.0022061 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.226: [GC (Allocation Failure) 1.226: [DefNew: 960K->63K(960K), 0.0021958 secs] 222067K->222060K(524224K), 0.0022348 secs] [Times: user=0.02 sys=0.00, real=0.00 secs] 
1.231: [GC (Allocation Failure) 1.231: [DefNew: 959K->63K(960K), 0.0020182 secs] 222958K->222952K(524224K), 0.0020621 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.236: [GC (Allocation Failure) 1.236: [DefNew: 959K->63K(960K), 0.0019396 secs] 223849K->223842K(524224K), 0.0019724 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.241: [GC (Allocation Failure) 1.241: [DefNew: 959K->64K(960K), 0.0019587 secs] 224739K->224734K(524224K), 0.0020176 secs] [Times: user=0.02 sys=0.00, real=0.00 secs] 
1.245: [GC (Allocation Failure) 1.246: [DefNew: 960K->63K(960K), 0.0019488 secs] 225630K->225624K(524224K), 0.0019873 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.251: [GC (Allocation Failure) 1.251: [DefNew: 959K->63K(960K), 0.0019675 secs] 226520K->226515K(524224K), 0.0020062 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.256: [GC (Allocation Failure) 1.256: [DefNew: 959K->63K(960K), 0.0022482 secs] 227412K->227407K(524224K), 0.0022911 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
1.259: [GC (Allocation Failure) 1.259: [DefNew: 959K->63K(960K), 0.0021539 secs] 228303K->228297K(524224K), 0.0021880 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.265: [GC (Allocation Failure) 1.265: [DefNew: 959K->63K(960K), 0.0019786 secs] 229195K->229190K(524224K), 0.0020118 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.269: [GC (Allocation Failure) 1.269: [DefNew: 959K->63K(960K), 0.0021496 secs] 230086K->230080K(524224K), 0.0021825 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.290: [GC (Allocation Failure) 1.290: [DefNew: 959K->63K(960K), 0.0075418 secs] 235074K->235059K(524224K), 0.0076027 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
1.301: [GC (Allocation Failure) 1.301: [DefNew: 959K->63K(960K), 0.0023743 secs] 235955K->235946K(524224K), 0.0024144 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.304: [GC (Allocation Failure) 1.304: [DefNew: 959K->64K(960K), 0.0021805 secs] 236842K->236830K(524224K), 0.0022094 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
1.309: [GC (Allocation Failure) 1.309: [DefNew: 960K->64K(960K), 0.0021400 secs] 237726K->237714K(524224K), 0.0021820 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.313: [GC (Allocation Failure) 1.313: [DefNew: 960K->63K(960K), 0.0020364 secs] 238611K->238603K(524224K), 0.0020726 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.318: [GC (Allocation Failure) 1.318: [DefNew: 959K->63K(960K), 0.0022644 secs] 239499K->239493K(524224K), 0.0022989 secs] [Times: user=0.00 sys=0.01, real=0.00 secs] 
1.322: [GC (Allocation Failure) 1.322: [DefNew: 959K->63K(960K), 0.0020778 secs] 240390K->240383K(524224K), 0.0021225 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.327: [GC (Allocation Failure) 1.327: [DefNew: 959K->63K(960K), 0.0021594 secs] 241279K->241266K(524224K), 0.0021947 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.330: [GC (Allocation Failure) 1.330: [DefNew: 959K->64K(960K), 0.0020422 secs] 242164K->242151K(524224K), 0.0020679 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.334: [GC (Allocation Failure) 1.334: [DefNew: 960K->63K(960K), 0.0023398 secs] 243047K->243037K(524224K), 0.0023836 secs] [Times: user=0.02 sys=0.00, real=0.00 secs] 
1.339: [GC (Allocation Failure) 1.339: [DefNew: 959K->63K(960K), 0.0020154 secs] 243933K->243926K(524224K), 0.0020540 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
